paper,author
w19335,w19335.05
w19335,w19335.06
w19335,w19335.07
w19335,w19335.08
w19336,w1049.01
w19337,w3892.02
w19337,w7848.01
w19338,w0919.03
w19338,w19338.01
w19339,w8520.04
w19339,w13111.01
w19339,w19339.01
w19340,w13456.01
w19340,w18076.02
w19341,w15323.01
w19341,w19341.02
w19342,w11087.04
w19342,w19342.01
w19342,w19342.02
w19343,w3117.01
w19344,w12329.01
w19344,w19344.02
w19345,w7796.02
w19345,w15829.01
w19346,w1075.01
w19347,w9974.02
w19347,w17882.01
w19348,w5368.02
w19348,w16314.01
w19349,w3631.02
w19349,w19349.01
w19350,w13140.01
w19350,w13517.01
w19350,w13910.01
w19350,w13965.01
w19350,w19176.02
w19351,w4268.01
w19351,w9054.02
w19352,w13522.01
w19352,w16650.02
w19352,w19352.03
w19353,w0050.02
w19353,w13859.01
w19353,w14798.02
w19354,w19354.01
w19355,w2991.02
w19355,w7847.02
w19355,w10975.01
w19356,w3570.01
w19356,w6492.01
w19357,w4284.01
w19357,w19357.01
w19357,w19357.03
w19357,w19357.04
w19358,w4218.01
w19358,w5323.01
w19358,w12222.01
w19358,w19358.04
w19359,w3787.02
w19360,w4242.01
w19360,w4676.02
w19360,w15240.03
w19361,w5050.02
w19361,w6024.02
w19362,w4864.02
w19362,w13858.01
w19363,w5158.01
w19363,w19363.02
w19364,w8536.02
w19364,w19364.01
w19364,w19364.02
w19364,w19364.03
w19365,w3986.01
w19366,w3986.01
w19367,w4981.01
w19367,w7789.01
w19367,w11164.01
w19368,w3206.02
w19369,w8260.01
w19369,w19369.01
w19370,w0216.01
w19370,w10953.02
w19371,w13392.03
w19371,w19371.01
w19371,w19371.03
w19372,w13589.01
w19372,w14135.02
w19372,w19372.03
w19373,w15214.02
w19373,w17459.01
w19374,w6075.02
w19374,w12722.01
w19374,w19374.02
w19374,w19374.04
w19375,w17149.01
w19375,w19375.02
w19376,w10375.02
w19376,w17790.01
w19377,w12860.03
w19378,w13274.02
w19378,w13944.02
w19378,w19378.02
w19379,w13944.02
w19379,w15498.01
w19380,w4681.02
w19380,w10145.03
w19381,w9778.02
w19381,w10816.03
w19381,w15340.01
w19382,w9063.02
w19382,w13250.01
w19382,w17045.03
w19383,w5498.01
w19383,w7615.01
w19384,w15829.01
w19384,w18089.02
w19385,w13303.01
w19385,w17185.03
w19385,w19385.02
w19386,w5044.01
w19386,w9202.01
w19386,w19386.03
w19387,w7744.04
w19387,w19387.01
w19388,w10151.03
w19388,w10307.02
w19389,w6843.01
w19389,w9974.02
w19390,w0300.02
w19391,w3115.01
w19392,w6739.02
w19392,w16347.01
w19392,w19392.03
w19393,w7168.01
w19393,w11461.02
w19393,w13228.03
w19394,w9287.02
w19394,w9431.02
w19394,w19394.03
w19395,w9146.01
w19395,w19395.02
w19396,w3717.01
w19396,w19134.04
w19397,w9346.03
w19397,w19397.02
w19398,w8481.01
w19398,w12031.03
w19398,w12573.01
w19398,w19398.01
w19398,w19398.04
w19399,w2995.01
w19399,w6194.02
w19399,w17459.01
w19400,w3924.01
w19400,w19400.02
w19400,w19400.03
w19401,w11819.01
w19401,w14922.02
w19402,w12037.01
w19402,w19402.01
w19403,w6637.01
w19403,w11983.01
w19403,w19403.02
w19404,w8541.01
w19404,w19404.01
w19405,w1098.01
w19406,w7274.02
w19406,w15772.02
w19406,w19406.02
w19407,w12724.03
w19407,w13372.01
w19407,w17567.03
w19408,w4405.03
w19408,w10521.01
w19408,w19408.02
w19409,w9439.03
w19409,w10405.02
w19410,w0234.01
w19410,w7922.02
w19410,w14162.01
w19410,w16863.02
w19411,w6132.02
w19411,w10548.01
w19412,w0059.01
w19412,w3458.02
w19412,w19412.02
w19413,w0706.01
w19413,w8642.01
w19414,w4711.01
w19414,w7847.02
w19415,w15175.01
w19415,w19415.02
w19416,w11842.01
w19416,w14866.03
w19417,w3942.02
w19417,w10434.02
w19417,w16282.04
w19418,w1669.01
w19418,w19418.02
w19419,w6496.03
w19419,w7851.02
w19419,w19419.01
w19420,w13372.01
w19420,w19420.02
w19420,w19420.03
w19421,w13392.03
w19421,w14845.01
w19421,w19421.02
w19422,w14567.03
w19422,w15122.04
w19423,w9988.01
w19423,w12155.02
w19423,w15617.01
w19424,w9988.01
w19424,w12155.02
w19424,w15617.01
w19425,w10187.01
w19425,w10792.01
w19425,w19425.02
w19425,w19425.04
w19426,w6826.02
w19426,w19426.01
w19427,w19427.01
w19428,w4074.03
w19428,w19428.01
w19428,w19428.03
w19429,w13121.02
w19429,w13121.03
w19429,w19429.02
w19430,w11288.03
w19430,w19430.01
w19430,w19430.02
w19431,w6858.02
w19431,w13603.02
w19432,w6324.01
w19432,w12709.02
w19432,w16176.02
w19433,w16489.04
w19433,w19433.01
w19434,w3002.01
w19434,w17605.01
w19434,w19434.02
w19435,w11264.01
w19435,w19435.02
w19436,w6508.01
w19436,w9434.03
w19436,w17769.02
w19437,w11892.01
w19437,w19437.01
w19437,w19437.03
w19438,w0005.01
w19438,w5350.03
w19438,w19438.01
w19439,w6276.01
w19439,w19439.02
w19440,w15323.01
w19440,w15323.02
w19441,w15323.01
w19441,w15323.02
w19442,w0839.01
w19443,w5329.02
w19443,w19443.02
w19444,w14124.01
w19444,w19275.04
w19444,w19444.01
w19444,w19444.03
w19445,w0143.01
w19445,w15746.02
w19446,w0633.01
w19446,w5535.03
w19446,w7994.03
w19446,w12435.01
w19446,w19446.01
w19447,w0022.01
w19447,w8123.01
w19447,w10377.03
w19447,w15122.04
w19447,w19447.02
w19447,w19447.03
w19448,w0748.02
w19448,w8967.01
w19449,w4407.01
w19449,w8784.03
w19450,w14297.03
w19450,w16245.01
w19450,w19450.03
w19451,w11411.01
w19451,w19451.02
w19451,w19451.03
w19452,w5807.02
w19452,w19452.01
w19453,w0034.01
w19453,w15471.04
w19454,w0319.01
w19454,w19454.02
w19455,w1734.01
w19455,w16957.01
w19456,w5564.02
w19456,w6763.02
w19456,w19456.01
w19457,w3115.01
w19457,w19457.01
w19457,w19457.03
w19458,w1558.01
w19458,w3722.02
w19458,w5689.02
w19458,w12354.01
w19458,w12354.03
w19458,w17790.01
w19459,w4332.02
w19459,w6508.01
w19459,w8643.03
w19460,w6158.04
w19460,w11210.02
w19460,w14804.01
w19461,w3674.02
w19461,w10393.02
w19462,w0938.02
w19462,w9267.01
w19462,w10410.02
w19463,w1049.02
w19464,w5547.02
w19464,w19464.01
w19465,w0056.01
w19465,w4242.01
w19465,w13624.02
w19466,w9959.01
w19466,w9959.02
w19466,w17149.01
w19466,w19466.01
w19467,w9371.03
w19467,w10295.01
w19467,w10571.03
w19467,w14202.03
w19468,w5475.01
w19468,w19468.02
w19469,w5564.02
w19469,w9660.04
w19470,w3479.02
w19470,w10187.01
w19470,w19470.01
w19470,w19470.02
w19471,w0519.01
w19471,w19471.02
w19471,w19471.03
w19472,w5944.02
w19472,w11904.04
w19472,w19472.02
w19473,w12775.02
w19473,w19473.01
w19473,w19473.02
w19474,w7267.02
w19474,w10957.01
w19474,w13489.01
w19475,w9269.01
w19475,w19475.02
w19476,w2642.01
w19477,w4864.02
w19477,w19477.02
w19478,w1260.01
w19478,w12262.01
w19478,w12611.01
w19479,w19479.01
w19479,w19479.02
w19479,w19479.03
w19479,w19479.04
w19480,w18917.01
w19481,w5158.01
w19481,w14153.03
w19482,w0234.01
w19482,w19482.01
w19482,w19482.02
w19483,w8257.01
w19483,w8953.02
w19483,w19483.02
w19483,w19483.03
w19484,w13191.03
w19484,w14153.03
w19484,w15626.01
w19484,w18311.04
w19485,w18533.01
w19486,w19486.01
w19486,w19486.02
w19487,w0895.01
w19487,w1514.01
w19487,w2465.01
w19487,w12901.02
w19487,w16014.03
w19487,w19487.02
w19487,w19487.05
w19488,w0826.01
w19488,w15577.01
w19488,w16520.04
w19489,w7670.01
w19489,w11359.01
w19489,w19489.02
w19489,w19489.04
w19490,w9346.03
w19490,w13730.02
w19491,w12588.01
w19491,w15963.01
w19491,w16441.02
w19492,w15329.03
w19493,w10621.01
w19494,w8481.01
w19494,w19494.02
w19495,w11938.02
w19495,w19036.02
w19496,w15798.02
w19496,w19496.02
w19496,w19496.03
w19497,w2702.01
w19498,w19498.01
w19498,w19498.02
w19499,w17537.03
w19499,w18661.01
w19499,w18661.02
w19499,w19499.01
w19500,w6248.04
w19500,w19500.02
w19501,w5405.01
w19502,w3484.01
w19502,w9253.01
w19502,w9253.03
w19502,w19502.02
w19503,w14373.02
w19503,w19503.01
w19504,w5612.01
w19504,w7252.03
w19504,w17067.02
w19505,w18802.01
w19506,w4711.01
w19506,w7847.02
w19506,w13918.01
w19507,w4647.01
w19507,w19507.01
w19508,w18089.02
w19508,w19508.01
w19508,w19508.03
w19509,w5745.03
w19510,w9130.02
w19510,w19510.01
w19511,w0772.02
w19511,w1364.02
w19512,w0304.01
w19512,w12892.02
w19513,w0794.02
w19513,w1590.02
w19513,w18953.04
w19514,w10707.02
w19514,w15999.01
w19515,w9480.02
w19515,w16739.02
w19515,w19515.01
w19516,w10151.03
w19516,w10307.02
w19516,w10518.01
w19516,w10731.01
w19517,w19517.01
w19517,w19517.02
w19518,w4779.02
w19518,w8284.01
w19518,w19518.03
w19519,w19519.01
w19519,w19519.02
w19519,w19519.03
w19520,w4904.01
w19520,w16373.02
w19520,w19520.03
w19521,w9909.01
w19521,w11470.02
w19522,w6890.02
w19522,w8602.03
w19522,w17987.02
w19522,w19522.04
w19523,w2702.01
w19523,w19523.01
w19524,w18530.02
w19525,w9212.01
w19525,w15961.02
w19525,w17030.03
w19525,w18720.02
w19526,w16254.02
w19527,w18089.01
w19527,w18089.02
w19528,w9346.03
w19528,w19528.01
w19528,w19528.03
w19528,w19528.04
w19529,w6082.01
w19529,w9878.03
w19530,w5702.01
w19530,w10477.02
w19530,w13958.03
w19531,w5345.01
w19531,w19531.01
w19532,w8871.02
w19532,w10179.02
w19532,w17403.03
w19533,w6314.01
w19533,w19533.02
w19534,w14841.01
w19534,w19534.01
w19535,w12873.02
w19535,w13679.02
w19535,w16370.04
w19535,w19535.01
w19536,w14197.01
w19537,w8060.02
w19537,w12319.02
w19538,w7851.02
w19538,w11465.01
w19539,w10935.01
w19539,w18565.03
w19539,w19539.02
w19540,w3551.01
w19541,w4524.02
w19541,w10518.01
w19541,w19541.03
w19542,w7289.04
w19542,w19542.01
w19543,w8553.03
w19543,w19543.02
w19544,w8658.02
w19544,w19544.01
w19544,w19544.03
w19545,w12873.02
w19546,w1535.01
w19546,w19546.01
w19547,w5889.02
w19547,w7168.01
w19547,w11811.01
w19547,w17190.08
w19548,w8880.01
w19548,w15193.03
w19549,w19549.01
w19550,w12502.02
w19550,w13191.03
w19550,w13711.02
w19550,w18311.04
w19550,w19550.01
w19551,w9454.01
w19551,w17394.02
w19552,w7422.01
w19552,w17533.02
w19552,w19552.02
w19553,w3986.01
w19554,w9801.01
w19554,w14297.03
w19555,w5062.01
w19555,w9936.02
w19556,w3189.02
w19556,w19556.01
w19557,w3871.04
w19557,w4875.01
w19557,w7563.03
w19558,w8063.02
w19558,w9155.04
w19558,w14118.02
w19559,w1562.01
w19559,w18930.01
w19560,w5726.02
w19560,w7851.02
w19560,w11465.01
w19561,w4658.01
w19561,w8218.01
w19561,w19561.01
w19562,w6496.01
w19563,w0216.01
w19563,w10953.02
w19564,w9480.02
w19564,w11248.02
w19565,w0102.01
w19565,w13099.01
w19566,w1364.02
w19566,w16450.01
w19566,w18488.01
w19567,w1730.01
w19567,w19567.02
w19568,w7399.02
w19568,w12144.03
w19569,w7192.01
w19569,w14903.02
w19569,w15327.02
w19570,w7192.01
w19570,w10770.02
w19570,w19570.03
w19571,w3417.02
w19571,w9130.02
w19571,w10091.02
w19571,w19571.01
w19572,w13858.01
w19572,w19572.02
w19573,w13372.01
w19574,w2418.01
w19574,w19503.01
w19575,w0527.01
w19575,w12544.01
w19575,w16552.02
w19575,w19575.01
w19576,w10434.02
w19576,w11965.02
w19576,w19576.03
w19577,w11783.01
w19578,w8257.01
w19578,w11359.01
w19578,w14132.03
w19579,w0253.01
w19579,w3116.02
w19580,w1098.01
w19580,w19580.02
w19581,w8975.01
w19581,w15473.02
w19582,w19582.01
w19583,w0772.02
w19583,w11271.03
w19583,w19583.01
w19584,w1480.03
w19584,w9011.03
w19585,w1480.03
w19585,w9011.03
w19586,w16270.01
w19586,w16270.03
w19587,w0225.01
w19588,w3116.02
w19588,w17131.01
w19589,w5089.04
w19589,w10784.01
w19589,w19589.02
w19589,w19589.03
w19589,w19589.05
w19589,w19589.06
w19589,w19589.07
w19590,w6508.01
w19590,w11210.02
w19590,w14804.01
w19590,w19590.02
w19591,w1364.02
w19591,w16450.01
w19591,w19231.01
w19592,w8562.01
w19592,w19592.01
w19593,w0671.01
w19594,w0056.01
w19594,w6038.02
w19594,w9034.02
w19595,w10281.02
w19595,w18086.01
w19595,w18198.03
w19595,w19595.02
w19596,w0310.01
w19596,w17581.01
w19596,w19596.03
w19597,w0022.01
w19597,w8541.01
w19597,w19597.01
w19598,w11033.03
w19598,w11706.02
w19599,w10621.01
w19599,w15161.03
w19599,w15272.01
w19600,w11033.03
w19600,w11706.02
w19600,w19600.01
w19601,w16119.01
w19601,w19601.02
w19602,w13883.03
w19602,w14938.03
w19602,w19602.01
w19603,w2124.01
w19603,w19603.02
w19604,w17166.01
w19605,w5368.02
w19605,w16314.01
w19605,w17322.03
w19606,w13191.03
w19606,w13711.02
w19606,w18353.04
w19607,w11384.03
w19607,w13442.02
w19607,w19607.02
w19607,w19607.04
w19608,w0362.02
w19608,w19608.01
w19608,w19608.02
w19608,w19608.03
w19608,w19608.04
w19608,w19608.05
w19608,w19608.07
w19608,w19608.08
w19608,w19608.09
w19609,w7922.02
w19609,w19609.01
w19609,w19609.02
w19610,w9234.02
w19610,w16465.02
w19610,w16465.04
w19611,w7069.02
w19611,w19611.02
w19612,w11148.01
w19612,w14195.02
w19612,w16842.01
w19613,w18645.01
w19613,w19613.02
w19614,w4585.01
w19614,w9982.02
w19615,w18153.02
w19615,w19615.01
w19615,w19615.02
w19616,w7846.01
w19616,w19616.01
w19617,w16696.03
w19617,w19617.01
w19618,w16696.03
w19618,w17495.01
w19618,w19618.03
w19619,w10756.02
w19619,w18451.02
w19620,w7109.02
w19620,w19620.01
w19620,w19620.03
w19621,w6590.01
w19621,w15091.02
w19622,w1667.01
w19622,w19622.01
w19622,w19622.02
w19623,w9959.01
w19623,w11104.01
w19623,w19623.02
w19624,w7109.02
w19624,w14751.03
w19624,w19624.01
w19624,w19624.04
w19625,w1767.01
w19625,w14281.02
w19626,w14118.02
w19627,w1314.01
w19627,w18201.02
w19628,w15863.01
w19628,w16796.02
w19628,w18602.02
w19629,w9480.02
w19629,w19629.02
w19630,w0840.02
w19631,w2600.01
w19632,w3385.01
w19633,w15848.02
w19633,w19633.02
w19634,w19150.01
w19634,w19150.02
w19634,w19150.03
w19634,w19634.04
w19635,w11147.01
w19635,w12022.01
w19635,w12243.01
w19636,w8620.02
w19636,w9922.02
w19636,w12530.03
w19636,w17386.03
w19637,w12853.03
w19637,w19272.02
w19637,w19637.02
w19638,w5870.02
w19638,w11706.02
w19638,w11811.01
w19639,w1514.01
w19639,w12623.01
w19639,w14125.01
w19640,w13030.02
w19640,w19640.02
w19641,w14965.01
w19641,w15193.02
w19642,w9722.03
w19642,w16176.02
w19643,w11357.01
w19643,w12017.01
w19644,w1878.01
w19645,w12029.03
w19645,w16279.02
w19646,w11892.01
w19646,w18778.01
w19647,w12775.02
w19647,w19647.01
w19647,w19647.02
w19648,w3910.02
w19648,w15093.02
w19648,w19648.01
w19648,w19648.03
w19649,w11880.02
w19649,w19427.01
w19650,w8127.01
w19650,w9914.01
w19650,w19650.02
w19651,w9898.01
w19651,w19148.01
w19652,w7993.01
w19652,w19652.02
w19653,w7031.01
w19653,w9212.01
w19653,w17793.03
w19654,w1045.01
w19654,w16687.04
w19655,w7993.01
w19656,w0034.01
w19656,w16822.04
w19657,w12860.03
w19658,w12860.03
w19658,w15768.01
w19658,w16736.01
w19659,w8605.01
w19659,w9041.02
w19660,w9736.01
w19660,w15623.02
w19660,w19660.01
w19660,w19660.03
w19661,w10069.01
w19662,w6612.02
w19662,w11359.01
w19663,w1535.01
w19663,w8296.01
w19663,w15976.04
w19663,w17693.03
w19664,w5689.02
w19664,w5817.02
w19665,w9736.01
w19665,w19665.01
w19666,w9736.01
w19666,w16319.03
w19667,w1157.01
w19667,w5678.02
w19667,w14135.02
w19668,w5984.01
w19669,w9454.01
w19669,w19669.02
w19669,w19669.03
w19670,w9722.03
w19670,w16176.02
w19671,w7014.02
w19671,w12937.01
w19671,w15938.01
w19672,w10666.01
w19672,w11414.02
w19672,w19672.01
w19673,w0890.05
w19673,w1671.02
w19673,w15127.01
w19674,w6822.01
w19674,w19674.01
w19674,w19674.03
w19674,w19674.04
w19675,w8357.02
w19675,w10791.03
w19676,w7788.02
w19676,w10941.02
w19676,w12783.01
w19676,w19676.01
w19677,w3910.02
w19677,w13771.02
w19677,w19677.01
w19678,w13313.02
w19678,w13638.03
w19679,w2465.01
w19679,w9212.01
w19679,w19679.03
w19680,w16060.01
w19680,w16060.02
w19680,w19680.03
w19681,w10755.01
w19681,w11526.01
w19681,w19681.02
w19682,w7780.02
w19683,w1593.01
w19683,w18480.01
w19683,w18480.03
w19684,w7069.02
w19684,w19684.01
w19685,w4537.01
w19686,w4761.02
w19686,w19686.02
w19687,w10875.03
w19688,w0310.01
w19688,w17581.01
w19689,w10151.02
w19689,w13691.01
w19689,w14672.02
w19689,w16262.02
w19690,w16161.01
w19690,w19690.01
w19691,w0938.02
w19691,w9386.01
w19691,w13732.02
w19691,w19691.02
w19692,w8520.04
w19692,w13111.01
w19692,w19692.01
w19693,w10616.03
w19693,w13099.01
w19693,w19693.02
w19694,w9212.01
w19694,w9287.01
w19694,w19694.03
w19695,w1303.01
w19695,w9442.02
w19695,w16387.03
w19696,w7780.02
w19696,w11892.01
w19696,w19696.01
w19697,w15329.03
w19697,w16326.01
w19698,w7726.02
w19698,w19698.01
w19699,w5988.02
w19699,w13941.01
w19699,w19110.02
w19700,w0819.02
w19700,w9476.01
w19700,w19700.02
w19701,w5605.01
w19701,w7447.02
w19701,w8521.02
w19701,w19701.01
w19701,w19701.03
w19702,w19498.02
w19702,w19702.02
w19703,w11676.01
w19703,w14315.01
w19704,w4864.02
w19704,w16091.02
w19705,w10756.02
w19705,w16875.01
w19705,w19705.02
w19706,w9722.03
w19706,w19706.01
w19707,w10814.02
w19707,w15567.01
w19707,w19707.01
w19708,w10814.02
w19708,w19708.02
w19709,w11676.01
w19709,w14315.01
w19710,w11783.01
w19711,w3206.02
w19711,w19711.01
w19711,w19711.03
w19712,w13099.01
w19712,w17421.01
w19713,w14270.04
w19713,w17766.01
w19714,w9269.01
w19715,w1734.01
w19715,w19715.01
w19716,w6384.03
w19716,w6777.04
w19716,w19716.03
w19717,w10151.03
w19717,w10307.02
w19718,w0527.01
w19718,w19718.02
w19719,w7385.03
w19719,w9688.01
w19719,w11087.04
w19719,w19342.02
w19720,w19720.01
w19720,w19720.02
w19721,w12267.03
w19721,w19721.01
w19721,w19721.02
w19722,w8469.02
w19722,w13085.03
w19722,w16691.01
w19722,w19722.04
w19723,w2694.02
w19723,w19723.01
w19724,w0415.01
w19724,w0415.02
w19724,w13379.02
w19725,w0436.01
w19725,w19725.02
w19726,w19726.01
w19727,w3512.01
w19728,w10590.02
w19728,w18600.01
w19728,w19728.01
w19729,w1791.01
w19730,w14196.02
w19730,w19730.02
w19731,w17030.01
w19731,w17030.02
w19731,w17030.03
w19731,w19731.01
w19732,w0772.02
w19732,w11271.03
w19732,w19732.01
w19733,w7167.03
w19733,w12911.02
w19733,w14541.03
w19733,w19733.03
w19734,w12749.02
w19734,w12749.03
w19734,w19734.01
w19735,w7656.02
w19735,w11113.01
w19736,w14030.01
w19737,w12749.02
w19737,w16119.01
w19738,w12266.02
w19738,w16696.03
w19739,w0500.01
w19739,w0748.02
w19739,w11539.02
w19740,w14948.01
w19740,w17456.02
w19740,w19740.01
w19741,w4914.01
w19741,w13289.01
w19742,w8478.01
w19742,w13994.01
w19742,w19742.03
w19743,w4943.01
w19743,w19743.01
w19744,w3367.01
w19744,w15123.03
w19744,w18821.01
w19745,w3787.02
w19746,w1671.02
w19746,w5605.01
w19746,w16952.03
w19746,w19746.03
w19747,w17940.01
w19748,w5108.02
w19748,w7840.02
w19749,w15049.01
w19749,w19749.02
w19750,w1940.01
w19750,w12375.02
w19751,w12980.01
w19752,w0376.01
w19752,w5827.01
w19753,w3909.01
w19753,w15216.01
w19753,w16408.01
w19754,w1101.01
w19755,w5726.02
w19755,w6496.03
w19756,w12418.03
w19757,w0362.02
w19757,w5090.01
w19757,w10096.03
w19757,w19757.01
w19758,w4546.02
w19759,w6272.02
w19759,w19759.01
w19760,w7670.01
w19760,w19760.02
w19761,w19503.01
w19762,w5399.02
w19762,w11124.02
w19762,w19762.02
w19762,w19762.04
w19763,w3189.02
w19763,w12775.02
w19763,w19763.02
w19764,w7851.01
w19764,w7851.02
w19764,w19764.03
w19765,w7282.01
w19765,w12065.04
w19765,w17030.01
w19766,w7155.02
w19766,w9748.01
w19766,w10819.01
w19766,w14762.02
w19767,w7633.01
w19767,w12537.01
w19767,w19767.02
w19767,w19767.04
w19768,w15104.02
w19768,w15738.01
w19769,w3002.01
w19769,w14524.02
w19770,w3986.01
w19770,w19770.02
w19771,w3986.01
w19771,w19770.02
w19772,w11414.02
w19772,w14196.02
w19772,w17813.02
w19773,w10814.02
w19773,w19773.01
w19774,w2991.02
w19775,w1667.01
w19775,w13167.04
w19775,w19775.02
w19776,w8871.02
w19776,w19776.01
w19777,w7366.01
w19777,w16526.03
w19778,w4074.03
w19778,w14971.02
w19779,w4115.02
w19779,w7307.01
w19780,w9922.02
w19780,w19780.01
w19781,w15566.02
w19781,w19781.01
w19782,w11004.01
w19782,w14145.01
w19783,w13711.02
w19783,w19783.01
w19783,w19783.02
w19784,w9041.02
w19785,w4407.01
w19785,w8784.03
w19785,w19785.01
w19786,w3790.01
w19786,w4595.01
w19786,w7763.02
w19786,w10990.04
w19787,w14153.03
w19787,w18514.02
w19788,w9767.02
w19788,w10792.01
w19788,w17330.03
w19789,w6664.01
w19789,w8541.01
w19789,w17135.03
w19789,w19789.01
w19789,w19789.02
w19790,w19148.01
w19791,w3806.02
w19791,w17712.04
w19791,w19791.01
w19791,w19791.04
w19792,w13099.01
w19792,w19792.02
w19792,w19792.03
w19793,w15310.01
w19794,w11938.02
w19794,w19794.02
w19795,w2501.02
w19795,w9093.01
w19796,w12106.01
w19796,w18390.02
w19796,w18390.03
w19797,w13085.03
w19798,w4941.01
w19798,w6324.01
w19798,w19798.02
w19798,w19798.04
w19799,w13944.02
w19799,w19799.01
w19800,w1866.01
w19800,w8497.03
w19800,w11819.01
w19801,w4859.01
w19801,w6672.02
w19802,w5112.02
w19802,w19802.01
w19803,w14124.01
w19804,w11332.01
w19805,w12325.01
w19805,w19805.02
w19806,w1767.01
w19806,w11291.02
w19807,w8357.02
w19808,w6764.03
w19808,w10498.01
w19809,w0938.02
w19809,w12394.02
w19809,w19809.02
w19810,w8881.01
w19810,w9052.04
w19811,w6764.03
w19811,w18964.01
w19812,w6490.01
w19812,w8309.01
w19812,w17149.01
w19813,w1671.02
w19813,w5605.01
w19813,w14774.01
w19814,w3369.03
w19814,w19814.01
w19814,w19814.02
w19815,w13995.01
w19815,w19815.01
w19816,w4978.01
w19817,w4861.01
w19817,w19817.01
w19818,w6763.02
w19818,w7144.02
w19818,w19818.01
w19819,w0225.01
w19819,w19819.01
w19819,w19819.02
w19820,w7670.01
w19820,w15183.03
w19821,w3050.01
w19821,w7309.02
w19821,w13231.02
w19822,w12205.02
w19822,w17035.02
w19823,w0855.01
w19823,w7993.01
w19824,w6437.03
w19824,w18140.01
w19825,w19426.01
w19825,w19825.02
w19826,w3722.02
w19826,w9269.01
w19826,w19475.02
w19826,w19826.01
w19826,w19826.02
w19827,w7780.02
w19827,w11892.01
w19827,w14949.03
w19828,w5197.01
w19828,w17619.02
w19829,w3189.02
w19829,w8580.02
w19829,w17735.01
w19829,w17735.02
w19830,w5073.01
w19830,w5812.01
w19831,w3317.02
w19831,w15433.01
w19832,w9736.01
w19832,w10807.02
w19832,w10819.01
w19832,w18748.01
w19833,w1977.01
w19834,w9454.01
w19834,w19400.02
w19835,w6248.04
w19835,w17035.02
w19836,w16729.03
w19836,w19283.02
w19837,w4713.01
w19837,w5605.01
w19837,w5956.02
w19837,w14652.02
w19837,w19837.01
w19838,w11794.03
w19838,w19838.01
w19838,w19838.03
w19839,w18087.02
w19839,w18805.02
w19839,w19839.02
w19839,w19839.03
w19840,w8265.01
w19840,w8265.02
w19841,w11483.02
w19841,w11810.01
w19842,w5231.02
w19842,w19842.01
w19842,w19842.02
w19842,w19842.03
w19843,w7366.01
w19843,w9041.02
w19843,w9988.01
w19843,w17739.02
w19844,w7366.01
w19844,w9041.02
w19844,w9988.01
w19844,w17739.02
w19844,w19283.02
w19845,w9264.01
w19845,w15159.02
w19845,w19845.03
w19846,w5988.02
w19846,w13941.01
w19846,w19110.02
w19847,w0919.03
w19847,w5967.03
w19847,w15293.02
w19848,w7735.02
w19848,w7793.01
w19849,w18742.02
w19849,w19212.02
w19849,w19849.02
w19850,w11033.03
w19850,w11706.02
w19850,w19850.01
w19850,w19850.02
w19851,w5605.01
w19851,w5635.01
w19851,w9736.01
w19852,w5605.01
w19852,w11201.01
w19852,w19852.03
w19853,w0337.04
w19853,w16142.01
w19853,w16273.01
w19854,w11722.04
w19854,w18844.02
w19855,w0904.01
w19855,w15911.02
w19855,w19855.01
w19856,w0018.01
w19856,w10759.02
w19857,w14261.01
w19857,w19857.02
w19857,w19857.03
w19858,w13865.01
w19858,w15413.02
w19858,w17715.03
w19859,w10434.02
w19859,w19859.02
w19860,w10621.01
w19860,w19860.02
w19861,w4711.02
w19861,w8228.02
w19862,w2246.02
w19862,w7166.01
w19862,w8269.01
w19862,w8975.01
w19862,w16731.02
w19862,w19862.01
w19862,w19862.05
w19862,w19862.06
w19862,w19862.09
w19863,w11892.01
w19863,w11904.03
w19864,w11811.01
w19864,w13095.02
w19864,w15553.02
w19865,w3717.01
w19865,w12516.01
w19865,w19865.03
w19865,w19865.04
w19866,w7122.01
w19866,w11359.01
w19866,w19866.03
w19867,w3993.03
w19867,w5278.01
w19868,w12860.03
w19868,w15960.04
w19868,w17514.01
w19869,w2597.01
w19869,w17508.01
w19870,w1952.01
w19870,w19672.01
w19871,w0226.01
w19872,w5827.01
w19872,w14423.02
w19872,w19872.01
w19873,w5461.01
w19873,w10740.02
w19873,w11394.01
w19874,w14730.01
w19874,w19130.04
w19875,w15626.01
w19875,w19875.02
w19876,w2311.01
w19876,w19318.02
w19877,w13924.02
w19877,w15553.02
w19878,w2278.01
w19878,w19878.01
w19878,w19878.03
w19879,w0662.01
w19880,w8357.02
w19880,w10791.03
w19880,w19880.01
w19881,w8271.02
w19881,w17408.01
w19881,w19881.02
w19882,w6384.03
w19882,w8815.01
w19883,w15642.03
w19883,w19126.01
w19883,w19126.02
w19884,w5343.01
w19884,w15480.02
w19885,w6843.01
w19885,w14366.02
w19886,w9968.01
w19886,w12694.02
w19886,w19886.03
w19887,w0324.02
w19887,w19887.01
w19888,w10231.02
w19888,w12319.02
w19889,w2329.01
w19889,w12303.02
w19889,w17110.02
w19889,w19889.03
w19889,w19889.04
w19889,w19889.05
w19890,w7105.01
w19890,w19890.02
w19890,w19890.03
w19891,w3633.01
w19891,w6490.01
w19891,w12792.02
w19892,w1632.01
w19892,w16931.02
w19893,w13910.01
w19893,w13965.01
w19893,w19893.03
