author,female,source
w9874.3,0,1
w9876.1,0,1
w9877.2,0,0
w9878.1,0,1
w9878.2,0,1
w9878.3,0,1
w9879.2,0,0
w9879.3,1,1
w9881.3,1,1
w9883.2,1,1
w9886.2,1,1
w9892.3,0,1
w9893.1,0,1
w9895.2,0,1
w9897.2,0,1
w9898.1,0,1
w9899.1,0,0
w9900.1,0,1
w9901.1,0,1
w9901.2,1,1
w9902.2,0,1
w9903.1,0,1
w9904.1,0,1
w9909.1,1,1
w9910.1,0,1
w9911.2,0,0
w9912.2,1,1
w9912.3,0,1
w9913.2,1,1
w9914.1,0,1
w9919.2,-1,0
w9920.2,0,1
w9922.2,0,1
w9925.1,0,0
w9925.2,0,1
w9925.3,1,1
w9925.4,1,1
w9927.1,1,1
w9928.1,0,1
w9930.1,0,1
w9932.1,0,1
w9933.2,1,1
w9936.2,0,1
w9937.3,1,1
w9940.1,0,1
w9940.2,0,1
w9942.2,1,1
w9944.2,0,1
w9946.1,1,1
w9947.1,0,1
w9948.2,0,0
w9949.1,0,1
w9951.1,1,0
w9952.1,1,1
w9952.2,1,1
w9954.1,1,0
w9954.2,0,1
w9954.3,1,1
w9954.4,1,1
w9959.1,0,0
w9959.2,0,0
w9962.1,0,1
w9963.2,1,1
w9966.1,0,1
w9966.3,0,1
w9968.1,0,0
w9970.1,0,2
w9974.2,0,1
w9977.2,0,0
w9982.2,0,1
w9982.3,0,1
w9983.2,0,0
w9984.2,0,1
w9988.1,0,1
w9994.1,0,1
w9999.1,0,1
w10002.2,0,2
w10002.3,0,2
w10003.1,0,1
w10007.1,0,1
w10008.2,0,1
w10010.2,0,1
w10011.3,1,0
w10011.4,-1,0
w10016.2,0,2
w10017.2,1,1
w10018.2,1,1
w10019.1,0,1
w10020.1,0,1
w10021.1,0,1
w10021.3,0,1
w10022.1,1,1
w10027.1,0,1
w10029.1,1,1
w10034.1,1,1
w10036.3,0,1
w10038.2,0,1
w10041.1,0,1
w10041.2,0,1
w10046.1,0,1
w10048.1,0,0
w10056.2,0,2
w10057.2,0,1
w10058.2,0,1
w10059.2,0,1
w10062.2,0,1
w10062.3,0,1
w10062.4,1,0
w10062.5,0,1
w10064.2,0,1
w10066.1,0,1
w10067.2,0,0
w10068.1,0,2
w10069.1,1,1
w10073.3,0,1
w10077.1,0,1
w10077.2,1,1
w10086.1,0,1
w10088.1,1,1
w10091.2,0,1
w10093.1,0,0
w10096.3,1,1
w10097.1,0,1
w10101.1,0,1
w10101.2,0,1
w10103.1,0,1
w10103.3,0,1
w10105.1,0,0
w10105.2,0,1
w10105.3,0,1
w10106.1,0,1
w10108.2,0,0
w10111.1,1,0
w10112.2,1,1
w10117.1,0,0
w10118.3,0,1
w10119.1,0,1
w10124.3,1,0
w10125.1,0,1
w10128.1,0,1
w10130.2,0,1
w10133.2,0,0
w10137.1,1,1
w10141.2,0,1
w10144.1,0,1
w10145.3,0,0
w10151.2,0,1
w10151.3,0,1
w10156.2,1,0
w10159.1,1,0
w10159.3,0,0
w10160.1,1,0
w10160.2,1,1
w10167.2,0,0
w10168.1,0,1
w10169.2,0,0
w10171.2,0,1
w10171.3,0,1
w10172.2,-1,0
w10173.1,0,0
w10173.2,0,0
w10175.1,1,1
w10176.1,0,1
w10177.1,1,1
w10177.2,0,2
w10177.5,0,0
w10177.7,0,1
w10178.1,0,0
w10179.1,1,1
w10179.2,0,0
w10182.2,0,0
w10186.2,0,0
w10187.1,0,1
w10189.1,0,1
w10192.2,0,1
w10197.1,0,1
w10202.2,1,1
w10205.1,0,1
w10205.2,0,1
w10209.1,1,1
w10214.3,0,1
w10220.3,0,1
w10221.2,0,1
w10224.1,0,1
w10225.1,0,1
w10226.3,0,0
w10231.2,1,1
w10235.2,0,1
w10244.2,0,1
w10255.3,0,1
w10258.2,0,2
w10260.3,0,0
w10266.1,0,1
w10266.2,0,1
w10281.2,0,1
w10283.2,0,1
w10283.3,1,0
w10288.1,0,0
w10289.3,1,2
w10295.1,0,1
w10304.2,0,0
w10306.3,1,1
w10307.2,0,1
w10314.1,0,2
w10323.1,0,1
w10323.2,0,1
w10327.1,0,1
w10334.1,1,1
w10336.1,0,1
w10338.1,0,1
w10339.1,0,0
w10339.2,0,1
w10343.1,0,1
w10350.2,1,1
w10353.1,0,1
w10355.2,0,1
w10362.2,0,0
w10362.3,0,1
w10363.2,0,1
w10364.2,0,1
w10365.1,0,1
w10365.3,1,1
w10367.3,1,1
w10367.4,0,1
w10375.2,0,1
w10377.3,0,1
w10378.2,1,0
w10381.1,0,1
w10383.2,0,1
w10383.3,1,1
w10384.1,0,1
w10386.3,1,1
w10386.4,0,1
w10387.2,0,1
w10388.1,0,1
w10388.2,0,1
w10388.4,0,1
w10393.2,0,1
w10403.1,0,1
w10405.2,0,1
w10406.2,0,1
w10408.2,0,1
w10409.1,1,1
w10410.1,0,1
w10410.2,0,0
w10418.1,0,1
w10418.3,0,1
w10424.1,1,1
w10424.2,1,1
w10424.3,0,1
w10424.4,0,1
w10424.5,1,1
w10424.6,1,1
w10427.2,0,0
w10428.1,0,1
w10428.3,0,1
w10434.2,0,1
w10439.2,0,1
w10442.1,1,1
w10447.1,0,1
w10452.3,1,1
w10453.1,0,0
w10456.2,-1,0
w10458.2,1,2
w10461.1,0,1
w10463.3,0,1
w10465.1,0,1
w10465.3,0,1
w10467.1,0,1
w10468.1,0,1
w10468.2,0,1
w10471.1,0,0
w10474.2,0,2
w10477.2,0,2
w10477.3,0,1
w10477.4,0,1
w10482.4,1,1
w10484.2,1,1
w10485.1,0,2
w10491.2,0,1
w10492.2,0,1
w10498.1,0,1
w10503.2,1,2
w10506.2,0,1
w10507.1,1,1
w10508.2,0,1
w10511.2,0,1
w10513.2,1,1
w10514.4,0,1
w10518.1,0,1
w10519.2,0,1
w10520.3,0,0
w10521.1,0,1
w10521.2,0,1
w10522.2,0,1
w10523.1,0,1
w10523.2,1,1
w10525.2,1,1
w10526.1,1,1
w10527.3,0,1
w10534.2,0,0
w10534.3,-1,0
w10535.1,1,1
w10535.3,0,1
w10536.1,0,1
w10537.2,0,2
w10538.1,0,1
w10540.1,0,1
w10544.1,1,1
w10548.1,0,1
w10550.3,0,0
w10552.2,0,1
w10553.1,0,1
w10554.1,1,0
w10554.2,1,1
w10556.1,0,1
w10567.1,0,1
w10567.3,0,1
w10571.1,0,1
w10571.3,0,1
w10575.1,1,1
w10576.2,0,0
w10578.1,0,1
w10583.3,1,1
w10586.1,0,1
w10590.2,0,1
w10591.2,1,1
w10594.2,0,1
w10596.3,1,1
w10599.1,0,1
w10599.2,1,1
w10604.2,0,1
w10609.1,0,1
w10614.1,0,0
w10615.1,0,1
w10615.2,0,0
w10616.3,0,0
w10618.1,0,1
w10621.1,1,1
w10623.3,0,1
w10624.1,0,1
w10628.3,0,1
w10632.1,1,1
w10632.3,1,1
w10634.2,1,1
w10635.2,1,1
w10635.3,0,1
w10636.2,0,1
w10637.2,0,1
w10638.1,1,0
w10639.1,0,1
w10639.3,0,1
w10641.1,0,1
w10649.1,1,1
w10651.3,0,1
w10656.2,1,1
w10666.1,0,1
w10671.2,1,1
w10671.4,0,0
w10673.1,0,1
w10677.2,0,1
w10683.2,0,0
w10684.2,0,1
w10685.3,0,0
w10689.1,1,1
w10689.2,0,0
w10690.2,0,1
w10692.2,0,1
w10693.2,-1,0
w10699.1,1,1
w10700.1,1,1
w10701.2,1,1
w10705.1,1,1
w10707.2,0,1
w10710.1,0,1
w10712.1,0,1
w10714.2,0,1
w10716.1,0,1
w10728.1,1,1
w10728.3,0,1
w10731.1,1,1
w10738.2,0,1
w10740.2,0,0
w10743.2,1,0
w10745.2,0,1
w10746.3,0,1
w10749.1,1,0
w10755.1,0,2
w10756.2,0,1
w10756.3,0,1
w10757.1,1,1
w10757.2,0,1
w10757.4,1,1
w10757.5,0,1
w10757.6,1,1
w10759.2,0,2
w10763.2,0,1
w10768.2,1,1
w10769.2,0,1
w10770.2,1,1
w10770.3,0,1
w10774.2,0,1
w10784.1,0,1
w10788.3,0,1
w10790.1,0,0
w10791.3,0,1
w10792.1,0,0
w10793.1,1,0
w10794.2,1,1
w10796.1,1,1
w10796.2,1,1
w10799.1,1,1
w10800.2,0,1
w10802.2,0,1
w10803.4,0,1
w10804.1,0,2
w10807.1,0,1
w10807.2,1,1
w10808.1,1,1
w10812.1,1,0
w10814.2,0,1
w10815.2,0,0
w10816.3,0,2
w10819.1,0,1
w10820.2,0,1
w10822.1,0,0
w10822.3,0,1
w10823.3,0,1
w10824.1,0,0
w10824.3,1,1
w10824.4,-1,0
w10830.1,1,0
w10831.2,0,1
w10832.1,0,0
w10833.1,0,1
w10834.3,1,0
w10835.2,0,1
w10842.2,0,0
w10844.1,0,1
w10846.2,0,1
w10861.1,0,1
w10866.1,0,1
w10866.2,1,0
w10866.3,0,2
w10871.1,0,1
w10872.3,1,1
w10873.1,0,1
w10875.1,0,1
w10875.3,1,1
w10882.3,0,1
w10886.2,0,1
w10888.2,0,1
w10890.2,0,0
w10891.1,0,1
w10891.2,0,1
w10895.2,-1,0
w10899.1,0,1
w10903.2,0,1
w10906.2,0,1
w10912.2,0,0
w10913.1,0,1
w10913.3,0,2
w10917.1,0,1
w10917.2,0,1
w10917.3,0,1
w10918.1,1,1
w10921.2,0,1
w10922.2,0,1
w10929.2,1,1
w10931.2,1,1
w10933.2,0,1
w10934.2,0,1
w10935.1,0,1
w10935.2,0,1
w10939.2,0,1
w10939.3,1,1
w10941.2,0,1
w10942.3,0,2
w10943.2,0,0
w10946.2,0,1
w10953.2,1,1
w10957.1,0,1
w10959.2,1,1
w10961.3,0,1
w10963.2,0,0
w10964.2,0,1
w10964.3,-1,0
w10969.1,0,1
w10969.3,0,0
w10971.3,1,1
w10972.1,0,1
w10973.1,0,1
w10974.4,1,2
w10975.1,0,1
w10990.4,0,1
w10992.1,1,1
w10994.1,0,1
w10994.2,0,1
w11000.1,0,1
w11001.2,1,1
w11004.1,0,1
w11008.1,0,1
w11008.3,0,1
w11011.2,0,1
w11019.1,0,1
w11019.3,0,1
w11020.2,1,0
w11024.1,0,1
w11026.2,0,2
w11030.1,0,1
w11033.2,0,1
w11033.3,0,1
w11034.2,0,1
w11035.1,1,1
w11036.1,0,1
w11036.2,0,1
w11036.3,0,1
w11040.1,1,1
w11040.3,0,0
w11043.1,0,2
w11044.2,0,1
w11046.1,0,1
w11046.2,0,0
w11050.1,0,1
w11052.1,0,1
w11062.1,0,1
w11065.1,1,1
w11066.1,1,1
w11067.1,1,1
w11067.2,0,0
w11068.1,0,1
w11073.1,0,1
w11073.3,0,1
w11074.4,0,1
w11079.3,0,1
w11082.1,0,1
w11087.2,0,1
w11087.4,0,1
w11092.1,0,1
w11092.2,1,2
w11094.1,0,1
w11099.1,0,1
w11102.1,0,0
w11103.2,0,1
w11103.3,0,1
w11104.1,0,0
w11105.1,0,1
w11105.2,0,1
w11106.1,1,1
w11107.2,0,1
w11108.2,1,1
w11110.2,0,2
w11113.1,1,1
w11113.2,0,1
w11114.1,0,1
w11114.2,0,1
w11115.2,0,1
w11116.2,1,1
w11117.2,0,1
w11118.1,0,0
w11123.2,0,1
w11124.2,0,1
w11132.2,0,0
w11134.2,1,0
w11136.3,-1,0
w11137.1,1,0
w11138.2,0,0
w11140.2,0,1
w11141.1,0,1
w11143.2,1,0
w11146.2,1,1
w11147.1,0,1
w11148.1,0,0
w11151.1,0,0
w11151.2,0,1
w11154.1,0,1
w11156.1,0,1
w11162.2,0,1
w11163.2,0,1
w11164.1,1,1
w11166.1,0,2
w11168.1,0,1
w11169.1,0,1
w11172.2,1,1
w11175.1,0,1
w11175.2,0,1
w11176.1,0,1
w11179.1,0,1
w11179.2,1,0
w11187.1,1,1
w11187.3,0,1
w11187.4,-1,0
w11191.2,0,2
w11197.2,0,0
w11200.3,0,1
w11200.4,0,1
w11201.1,1,0
w11204.3,0,1
w11210.2,0,1
w11211.1,0,1
w11214.1,1,1
w11222.2,0,1
w11226.2,0,1
w11228.1,1,1
w11229.2,0,1
w11229.3,0,0
w11232.2,0,0
w11237.3,0,1
w11240.1,0,1
w11243.2,0,1
w11244.1,0,0
w11244.2,1,0
w11245.1,0,1
w11248.2,1,0
w11252.2,0,1
w11253.1,0,1
w11254.1,1,1
w11254.3,0,1
w11255.2,0,1
w11257.1,0,1
w11258.1,0,1
w11260.2,0,1
w11261.2,0,1
w11263.1,0,1
w11264.1,0,0
w11264.2,1,1
w11269.1,0,1
w11269.2,0,1
w11270.1,0,1
w11271.1,0,1
w11271.3,0,1
w11272.1,0,0
w11272.2,0,1
w11273.1,0,1
w11276.1,0,1
w11276.2,0,1
w11282.2,1,1
w11288.2,0,1
w11288.3,1,1
w11288.4,1,0
w11288.6,1,1
w11288.7,1,1
w11289.1,1,0
w11289.3,1,1
w11291.2,0,1
w11301.1,0,-1
w11302.2,1,1
w11304.4,1,0
w11311.2,0,1
w11315.2,0,0
w11315.3,0,1
w11317.1,0,1
w11317.2,0,1
w11318.2,0,1
w11319.3,0,1
w11323.1,0,1
w11326.2,-1,0
w11332.1,0,1
w11333.2,1,1
w11334.1,0,1
w11340.1,0,1
w11340.3,0,0
w11345.1,0,0
w11345.2,0,0
w11347.2,1,1
w11348.2,0,0
w11348.3,0,2
w11349.3,1,1
w11350.1,0,1
w11350.3,0,1
w11351.2,0,0
w11355.1,0,2
w11357.1,0,1
w11358.1,1,1
w11358.3,1,1
w11358.4,1,1
w11359.1,0,1
w11363.2,0,0
w11369.1,0,0
w11371.2,0,1
w11373.1,0,1
w11373.2,1,0
w11381.1,0,1
w11384.2,0,1
w11384.3,0,1
w11385.1,1,1
w11387.1,0,1
w11387.2,1,1
w11392.2,0,1
w11394.1,0,1
w11397.1,0,1
w11400.1,1,0
w11406.1,0,1
w11406.2,0,1
w11409.2,0,0
w11411.1,0,1
w11411.2,0,1
w11414.2,0,2
w11422.2,1,2
w11423.1,0,1
w11426.2,0,0
w11428.1,0,1
w11428.2,0,1
w11428.3,1,1
w11432.1,0,1
w11436.2,1,1
w11437.1,0,1
w11438.3,1,1
w11443.2,0,1
w11444.1,1,1
w11447.1,0,1
w11447.3,0,0
w11450.2,0,1
w11451.1,0,1
w11452.2,0,1
w11454.2,1,1
w11456.2,0,1
w11459.1,0,2
w11459.2,-1,0
w11460.1,0,1
w11461.2,0,2
w11465.1,1,1
w11469.3,1,1
w11470.2,1,1
w11473.1,0,1
w11473.2,0,1
w11474.1,1,1
w11475.1,1,1
w11476.3,1,1
w11479.1,1,1
w11480.1,0,1
w11480.2,1,1
w11481.2,1,0
w11482.1,0,1
w11483.2,0,1
w11486.2,0,1
w11487.2,0,0
w11487.3,0,1
w11492.3,0,1
w11493.1,0,0
w11493.2,0,1
w11497.3,1,0
w11505.1,0,1
w11505.2,1,0
w11509.2,0,1
w11517.1,1,1
w11519.1,0,1
w11519.3,0,1
w11524.2,1,1
w11525.1,0,2
w11526.1,1,1
w11530.2,0,1
w11532.2,-1,0
w11539.2,0,0
w11540.1,0,1
w11542.2,0,1
w11546.1,0,0
w11546.2,0,2
w11551.2,0,1
w11553.3,0,1
w11560.2,1,1
w11561.2,0,2
w11570.1,1,0
w11572.2,0,1
w11573.1,1,0
w11580.2,0,2
w11580.3,0,1
w11581.1,0,1
w11583.1,0,1
w11583.3,0,1
w11584.1,1,1
w11585.1,0,1
w11585.2,-1,0
w11585.4,0,0
w11585.5,0,0
w11592.2,0,0
w11593.3,1,1
w11598.1,0,1
w11608.1,0,1
w11611.2,0,1
w11614.1,1,2
w11617.1,0,1
w11620.2,0,1
w11623.1,0,1
w11623.3,0,0
w11624.1,1,0
w11624.3,1,2
w11625.2,1,1
w11629.1,0,1
w11632.1,0,1
w11634.2,1,2
w11635.2,1,1
w11641.2,0,1
w11646.2,-1,0
w11647.1,0,1
w11647.3,0,0
w11650.2,0,0
w11658.2,0,1
w11659.1,0,1
w11662.1,0,1
w11662.2,0,1
w11662.3,1,1
w11663.2,0,1
w11666.1,1,1
w11666.2,0,1
w11670.1,1,1
w11670.3,1,1
w11671.1,0,1
w11687.1,0,1
w11687.3,1,-1
w11690.1,0,1
w11690.2,0,1
w11690.4,1,1
w11692.2,1,1
w11693.1,1,1
w11695.4,0,1
w11696.1,1,1
w11696.3,0,0
w11697.1,0,0
w11698.1,0,1
w11698.2,0,1
w11698.3,0,1
w11700.2,1,0
w11701.2,1,1
w11705.2,0,1
w11705.3,0,0
w11706.2,0,2
w11708.1,0,1
w11710.2,0,1
w11711.2,1,1
w11713.1,0,1
w11718.2,1,1
w11720.3,0,1
w11722.1,0,1
w11722.2,0,0
w11722.3,1,1
w11722.4,0,1
w11725.2,0,1
w11726.3,1,0
w11727.1,0,1
w11731.4,0,1
w11735.1,0,1
w11737.4,0,1
w11738.1,0,0
w11740.1,0,1
w11741.1,0,1
w11741.2,0,0
w11744.2,0,1
w11744.3,0,1
w11745.1,1,1
w11747.1,0,1
w11749.2,0,1
w11751.1,1,1
w11752.2,0,0
w11754.1,0,1
w11763.2,0,1
w11765.1,0,1
w11765.3,0,1
w11769.1,1,0
w11770.2,0,2
w11776.2,0,1
w11782.3,0,1
w11783.1,0,1
w11786.1,0,1
w11787.1,1,1
w11790.1,0,1
w11793.2,0,1
w11794.2,0,1
w11794.3,1,2
w11795.2,0,1
w11795.3,1,1
w11800.1,0,0
w11801.2,0,0
w11803.1,0,1
w11808.3,1,1
w11810.1,0,1
w11811.1,0,0
w11811.3,0,1
w11812.2,1,1
w11812.3,1,1
w11812.4,0,1
w11819.1,1,1
w11823.1,1,1
w11823.2,0,0
w11828.2,0,2
w11830.1,-1,0
w11831.1,0,1
w11833.1,0,2
w11839.2,0,0
w11839.3,0,1
w11842.1,0,1
w11844.4,1,1
w11849.2,1,1
w11851.2,0,1
w11852.1,1,1
w11855.2,0,1
w11855.3,0,1
w11857.1,0,1
w11864.2,0,0
w11867.1,0,1
w11871.1,0,1
w11871.3,0,1
w11873.1,1,0
w11875.2,0,1
w11880.2,1,1
w11892.1,0,1
w11892.2,0,0
w11893.1,0,1
w11893.2,1,1
w11893.3,1,0
w11895.1,0,1
w11900.3,0,1
w11902.1,1,1
w11904.3,0,0
w11904.4,0,0
w11907.2,0,1
w11908.1,0,1
w11909.2,1,1
w11909.4,1,1
w11911.1,0,1
w11914.1,0,1
w11919.2,-1,0
w11920.4,0,1
w11922.1,0,1
w11923.2,0,1
w11928.3,1,1
w11932.1,0,2
w11935.1,0,1
w11938.1,0,1
w11938.2,0,1
w11938.4,1,1
w11941.1,0,0
w11941.3,1,1
w11948.1,1,1
w11951.1,1,1
w11956.1,0,0
w11958.1,0,1
w11961.2,0,1
w11961.3,0,1
w11965.2,0,0
w11970.1,1,1
w11973.2,0,1
w11978.2,0,1
w11978.3,0,1
w11981.1,0,1
w11981.2,0,1
w11983.1,1,1
w11985.1,0,-1
w11985.3,0,1
w11992.2,0,1
w11998.1,0,0
w11998.4,0,1
w12000.1,0,1
w12000.3,0,0
w12005.3,0,1
w12006.2,1,1
w12006.3,0,1
w12007.1,-1,0
w12008.1,0,1
w12011.2,0,1
w12013.1,0,1
w12014.2,1,1
w12015.1,0,1
w12015.2,0,1
w12017.1,0,1
w12018.2,0,1
w12022.1,0,1
w12023.2,1,1
w12023.4,0,2
w12027.5,1,1
w12028.2,0,1
w12029.3,0,0
w12029.4,0,1
w12029.5,1,1
w12029.6,1,0
w12031.3,0,0
w12032.1,1,1
w12036.3,1,0
w12037.1,1,1
w12038.1,0,1
w12039.1,0,1
w12040.2,1,1
w12041.2,0,1
w12051.2,1,1
w12054.2,1,1
w12062.1,0,2
w12063.2,0,1
w12064.1,0,1
w12064.5,0,1
w12065.1,0,1
w12065.4,0,1
w12068.2,0,1
w12070.2,0,0
w12071.1,1,0
w12073.2,0,1
w12079.1,0,1
w12086.2,0,1
w12090.1,0,1
w12090.2,1,1
w12096.1,1,1
w12096.2,1,0
w12096.5,1,1
w12096.6,0,1
w12096.7,0,1
w12099.2,0,1
w12103.2,1,0
w12106.1,0,1
w12113.2,0,0
w12115.1,1,1
w12123.3,1,1
w12127.2,1,1
w12133.2,0,1
w12137.2,0,1
w12137.3,0,0
w12140.2,0,1
w12144.1,0,1
w12144.3,0,1
w12155.2,0,1
w12159.1,0,1
w12164.2,0,1
w12165.2,0,1
w12166.2,0,0
w12167.2,0,1
w12180.1,0,1
w12182.1,0,1
w12183.3,1,2
w12193.1,1,1
w12197.1,1,1
w12198.2,1,1
w12203.2,1,0
w12203.3,1,1
w12204.2,0,1
w12205.2,0,0
w12206.1,1,1
w12208.2,1,1
w12209.2,0,1
w12210.1,0,1
w12214.1,0,1
w12220.1,1,0
w12222.1,0,2
w12227.1,1,1
w12233.1,1,1
w12235.3,1,1
w12237.2,1,1
w12240.1,0,2
w12241.2,1,0
w12243.1,1,1
w12243.2,0,1
w12245.1,1,2
w12245.2,0,0
w12247.1,0,1
w12249.2,-1,0
w12251.1,0,1
w12251.2,-1,0
w12252.1,1,1
w12252.2,0,1
w12255.1,1,1
w12257.2,0,1
w12262.1,0,0
w12266.2,0,0
w12267.3,0,1
w12278.3,0,1
w12280.2,0,2
w12282.1,1,1
w12283.1,0,1
w12285.2,1,1
w12286.2,0,1
w12289.3,0,1
w12292.1,0,1
w12295.2,0,0
w12297.2,0,0
w12298.1,0,1
w12298.2,0,1
w12298.4,1,1
w12302.1,1,1
w12302.2,0,1
w12302.3,0,1
w12303.2,0,1
w12304.1,0,1
w12304.2,1,1
w12304.3,0,1
w12304.4,1,0
w12316.1,1,1
w12316.3,0,1
w12319.2,0,1
w12321.2,0,1
w12323.3,0,1
w12325.1,0,1
w12327.1,0,1
w12328.2,1,1
w12329.1,1,1
w12330.2,1,1
w12331.2,1,1
w12333.1,0,1
w12333.2,0,1
w12335.1,0,1
w12336.3,0,0
w12337.1,0,1
w12340.2,0,1
w12340.3,0,1
w12341.2,0,-2
w12342.3,0,1
w12342.4,1,0
w12343.1,0,1
w12346.1,0,1
w12346.3,0,1
w12350.1,1,1
w12350.3,0,1
w12354.1,0,1
w12354.3,0,1
w12356.2,0,1
w12356.3,0,1
w12356.4,0,2
w12357.1,0,1
w12357.3,0,0
w12358.1,1,1
w12358.2,1,1
w12359.2,1,0
w12361.3,0,1
w12362.1,0,0
w12362.2,0,1
w12363.1,0,1
w12373.2,0,1
w12375.2,1,1
w12377.2,0,1
w12377.3,0,1
w12377.4,0,1
w12377.5,0,1
w12379.1,0,1
w12379.3,0,0
w12380.1,0,1
w12384.2,0,1
w12387.2,0,1
w12390.1,0,1
w12392.4,0,1
w12394.2,1,1
w12395.1,0,0
w12400.1,0,0
w12401.1,0,1
w12401.2,0,1
w12401.3,0,0
w12407.1,0,1
w12411.2,1,1
w12412.1,1,1
w12418.2,-1,0
w12418.3,1,1
w12422.1,0,0
w12422.4,1,1
w12427.1,0,1
w12427.2,0,2
w12429.2,1,1
w12432.1,0,2
w12432.2,0,0
w12435.1,0,1
w12435.5,0,1
w12440.2,1,1
w12442.1,0,1
w12444.2,0,1
w12444.4,0,1
w12445.1,0,1
w12446.1,0,1
w12447.1,0,1
w12456.1,1,1
w12458.3,0,0
w12458.4,0,1
w12458.5,1,0
w12460.1,1,1
w12461.3,0,1
w12469.1,0,0
w12471.1,1,1
w12471.4,0,1
w12472.2,1,1
w12473.1,0,1
w12475.2,1,1
w12477.1,0,1
w12479.1,0,1
w12479.3,0,1
w12483.2,0,1
w12483.3,0,1
w12485.1,0,1
w12486.1,0,0
w12486.3,1,2
w12489.2,0,1
w12494.1,1,1
w12496.2,1,1
w12498.1,1,1
w12500.1,0,1
w12500.4,1,1
w12502.2,0,1
w12502.3,1,1
w12506.1,0,1
w12507.1,0,1
w12511.2,1,1
w12511.5,-1,0
w12512.3,0,1
w12513.1,0,1
w12516.1,1,1
w12517.2,1,2
w12520.2,0,0
w12522.1,0,0
w12522.4,1,1
w12525.3,1,1
w12528.1,1,1
w12530.2,0,1
w12530.3,0,1
w12531.3,-1,0
w12532.1,1,1
w12534.1,1,1
w12534.3,0,1
w12535.2,-1,0
w12536.3,1,1
w12537.1,0,1
w12538.1,0,0
w12540.1,0,1
w12543.2,1,1
w12544.1,0,1
w12548.2,0,1
w12550.1,0,1
w12551.1,0,0
w12554.1,0,1
w12554.2,0,1
w12555.2,0,1
w12557.2,1,1
w12560.2,1,1
w12566.1,1,0
w12571.1,0,1
w12573.1,0,1
w12578.2,0,1
w12579.1,0,1
w12584.1,0,1
w12587.2,0,1
w12588.1,0,1
w12590.1,0,1
w12591.2,0,1
w12594.1,-1,0
w12595.1,0,1
w12596.1,0,1
w12602.3,0,1
w12610.3,0,1
w12611.1,0,1
w12612.1,0,1
w12613.1,1,0
w12616.2,0,1
w12619.2,1,1
w12619.3,0,1
w12619.4,0,1
w12621.4,0,1
w12623.1,0,1
w12624.3,1,0
w12625.1,0,1
w12626.1,0,1
w12628.1,1,1
w12629.1,0,1
w12629.3,0,1
w12630.1,0,1
w12632.2,0,0
w12633.1,0,1
w12635.2,0,1
w12637.1,0,0
w12639.1,1,1
w12640.2,0,1
w12641.1,0,1
w12646.1,1,1
w12647.1,0,1
w12648.2,0,0
w12649.2,0,1
w12649.3,0,1
w12652.1,0,1
w12652.2,0,1
w12653.2,0,1
w12654.1,0,1
w12654.2,1,0
w12656.1,0,1
w12657.2,0,1
w12660.1,0,1
w12662.3,0,1
w12664.2,1,1
w12667.2,0,0
w12669.1,-1,0
w12669.2,0,1
w12669.5,0,1
w12671.2,0,1
w12673.2,1,1
w12674.3,0,1
w12674.4,1,1
w12678.2,1,1
w12684.3,0,1
w12686.3,0,0
w12690.1,0,1
w12693.1,0,1
w12693.2,0,1
w12694.1,0,1
w12694.2,0,1
w12696.1,0,1
w12696.3,0,1
w12700.1,0,1
w12703.3,0,1
w12709.2,1,0
w12720.2,0,1
w12722.1,1,1
w12722.2,1,1
w12723.2,0,0
w12724.3,1,1
w12725.3,1,1
w12726.1,0,1
w12732.1,0,1
w12732.2,0,1
w12732.3,0,1
w12732.5,0,1
w12737.2,0,0
w12739.1,0,1
w12743.1,1,1
w12746.2,0,0
w12746.3,1,0
w12748.1,1,1
w12748.3,0,1
w12749.2,0,-1
w12749.3,0,1
w12754.4,1,0
w12755.3,1,2
w12756.2,0,1
w12758.1,0,1
w12760.1,0,1
w12761.1,1,1
w12762.1,1,1
w12762.2,0,1
w12762.4,1,1
w12765.1,1,0
w12767.2,0,1
w12767.3,0,1
w12770.1,0,0
w12770.3,1,0
w12771.2,0,2
w12775.2,0,2
w12777.1,0,1
w12777.3,0,1
w12779.2,-1,0
w12781.1,0,0
w12783.1,0,1
w12784.2,0,0
w12785.1,0,0
w12786.1,1,1
w12789.2,0,1
w12790.1,0,1
w12791.2,0,1
w12792.2,0,1
w12795.2,0,1
w12799.1,1,1
w12799.2,0,1
w12800.2,1,1
w12801.1,0,1
w12803.1,0,1
w12803.2,0,1
w12803.3,0,1
w12803.5,0,1
w12803.6,0,1
w12804.3,0,1
w12816.1,1,1
w12818.1,0,1
w12819.1,1,0
w12820.3,1,1
w12823.2,0,1
w12826.3,0,0
w12827.1,0,1
w12829.1,0,1
w12829.3,0,1
w12829.4,0,1
w12831.2,0,0
w12831.3,0,1
w12836.1,0,1
w12838.1,0,1
w12844.1,0,1
w12844.3,0,2
w12847.1,0,2
w12848.1,1,1
w12848.3,1,0
w12853.3,0,1
w12854.1,1,1
w12857.2,0,0
w12860.3,0,1
w12863.2,0,1
w12863.4,0,1
w12865.2,0,1
w12872.2,1,1
w12873.2,0,1
w12874.1,0,2
w12877.3,0,1
w12878.3,1,0
w12880.3,1,0
w12883.2,0,1
w12883.3,0,1
w12883.5,0,0
w12891.1,1,1
w12892.2,0,1
w12895.3,0,1
w12895.4,0,1
