author,female,source
w17909.4,0,1
w17912.2,0,1
w17912.4,1,1
w17913.1,0,1
w17917.1,0,1
w17917.3,0,1
w17918.1,0,1
w17918.2,1,1
w17918.6,1,1
w17918.7,1,2
w17921.1,0,1
w17922.1,1,1
w17924.1,0,0
w17926.2,0,1
w17928.1,1,1
w17929.2,0,1
w17930.2,0,1
w17936.1,0,1
w17937.2,0,1
w17938.1,0,1
w17938.3,0,1
w17940.1,0,1
w17943.3,1,1
w17944.1,1,1
w17945.1,0,2
w17946.1,0,0
w17950.1,0,1
w17950.3,0,1
w17952.3,1,1
w17953.2,0,0
w17958.3,0,1
w17960.2,0,1
w17963.1,0,0
w17970.2,0,0
w17981.1,0,0
w17981.2,0,0
w17981.3,0,0
w17983.3,0,1
w17983.4,1,1
w17985.2,1,1
w17987.1,0,0
w17987.2,0,1
w17987.3,0,1
w17992.1,1,1
w17993.3,0,1
w17998.2,0,1
w17999.1,0,1
w17999.2,0,1
w18000.3,1,1
w18001.1,1,1
w18001.2,1,0
w18001.3,0,1
w18002.1,1,1
w18002.2,0,1
w18002.3,1,1
w18002.5,0,1
w18002.6,0,1
w18004.2,0,1
w18013.4,1,1
w18013.5,0,1
w18014.1,1,1
w18014.3,1,1
w18018.1,0,1
w18019.3,0,1
w18020.3,0,0
w18021.1,0,1
w18024.2,0,1
w18025.2,0,0
w18026.2,0,0
w18028.3,0,0
w18029.2,0,1
w18029.3,0,1
w18034.2,0,1
w18034.4,0,2
w18039.1,1,0
w18044.1,0,1
w18046.1,0,0
w18046.3,0,1
w18049.1,1,1
w18050.1,0,0
w18052.3,0,1
w18052.4,0,1
w18055.1,0,1
w18055.3,0,1
w18055.4,1,0
w18055.5,0,1
w18058.1,0,1
w18060.3,0,1
w18064.1,0,1
w18064.2,0,1
w18067.1,1,1
w18067.2,0,1
w18068.1,1,1
w18069.2,0,1
w18075.1,0,1
w18076.2,0,1
w18078.1,0,0
w18079.1,0,1
w18080.1,0,1
w18081.1,0,1
w18086.1,1,1
w18087.2,0,1
w18089.1,1,1
w18089.2,0,1
w18091.1,0,1
w18091.3,0,1
w18093.2,0,1
w18093.4,1,0
w18095.1,0,1
w18095.3,0,1
w18097.3,1,1
w18100.2,0,0
w18102.2,0,1
w18103.3,0,1
w18109.1,0,0
w18109.3,1,1
w18110.2,0,1
w18111.2,0,0
w18115.1,0,1
w18115.4,0,1
w18118.1,1,1
w18118.2,0,1
w18118.3,0,1
w18119.1,0,1
w18122.2,0,1
w18122.3,0,1
w18128.1,0,1
w18131.2,0,1
w18132.1,0,1
w18132.2,0,0
w18134.1,0,0
w18135.1,0,1
w18135.3,0,1
w18137.1,0,1
w18139.1,0,1
w18140.1,0,1
w18141.2,0,1
w18141.3,0,0
w18145.2,1,1
w18148.1,0,1
w18150.2,1,1
w18151.3,1,1
w18153.2,1,0
w18155.2,1,1
w18164.4,0,1
w18165.4,1,1
w18166.1,0,1
w18168.1,0,0
w18169.3,0,0
w18170.1,0,1
w18170.2,0,1
w18171.1,0,1
w18171.2,1,1
w18171.4,0,1
w18178.2,0,1
w18179.1,1,1
w18179.2,0,1
w18182.2,0,0
w18183.1,0,1
w18183.2,0,0
w18185.2,1,1
w18186.1,0,1
w18187.1,0,0
w18188.2,0,1
w18190.2,1,1
w18192.1,0,1
w18195.2,0,2
w18197.2,1,2
w18198.3,0,0
w18201.2,0,1
w18202.2,0,1
w18202.4,0,1
w18203.1,1,1
w18203.3,0,1
w18206.1,0,1
w18208.1,0,1
w18211.1,0,1
w18211.2,0,1
w18213.2,0,0
w18230.1,0,2
w18230.2,0,1
w18233.4,1,0
w18233.5,1,1
w18236.1,0,1
w18238.2,0,1
w18241.1,0,1
w18245.1,0,2
w18245.2,0,1
w18245.5,0,1
w18246.2,1,1
w18246.4,1,0
w18249.1,0,2
w18249.2,1,1
w18254.2,0,1
w18254.3,0,1
w18254.4,1,1
w18258.1,0,1
w18259.2,0,1
w18260.2,1,0
w18261.1,1,1
w18263.2,0,1
w18264.3,1,1
w18265.4,0,1
w18266.1,0,1
w18267.1,0,1
w18270.1,0,1
w18270.3,0,1
w18272.2,0,1
w18273.1,1,0
w18274.1,0,1
w18274.2,0,1
w18276.1,0,1
w18279.3,1,1
w18283.2,0,1
w18289.1,0,0
w18289.2,0,1
w18289.3,0,0
w18291.2,0,1
w18292.1,0,1
w18293.3,0,1
w18294.1,0,1
w18294.2,1,1
w18299.3,1,1
w18300.1,0,0
w18303.1,0,1
w18303.2,0,1
w18303.3,0,1
w18308.1,0,1
w18309.2,1,1
w18311.4,1,0
w18312.3,0,2
w18313.2,0,1
w18317.1,0,1
w18324.1,0,1
w18324.3,0,1
w18325.3,0,1
w18326.1,0,1
w18328.2,1,1
w18330.2,1,1
w18335.2,0,1
w18337.2,1,1
w18338.1,-1,0
w18338.3,1,0
w18340.3,0,1
w18341.2,0,1
w18344.2,1,1
w18346.1,0,1
w18347.2,0,2
w18347.3,1,1
w18349.1,1,1
w18350.2,0,1
w18353.1,0,1
w18353.4,0,1
w18355.1,1,1
w18358.2,0,1
w18362.2,0,0
w18365.2,0,1
w18365.3,0,0
w18367.2,0,1
w18367.3,0,0
w18372.2,0,1
w18374.3,1,1
w18375.2,1,1
w18375.3,0,1
w18376.1,-1,0
w18384.1,0,2
w18385.1,0,1
w18388.1,0,1
w18390.2,1,1
w18390.3,1,0
w18393.3,0,1
w18394.1,0,1
w18400.1,1,1
w18407.1,0,1
w18407.2,0,0
w18407.3,0,1
w18408.1,0,1
w18411.3,0,1
w18412.3,0,1
w18413.3,0,0
w18414.2,0,1
w18414.3,0,1
w18415.2,0,1
w18415.4,1,1
w18417.1,1,1
w18417.2,0,1
w18417.3,0,1
w18420.1,0,1
w18422.3,0,1
w18424.2,1,1
w18427.3,1,1
w18432.2,0,1
w18434.2,0,1
w18435.2,0,0
w18436.2,0,1
w18438.1,0,1
w18438.2,0,1
w18440.2,1,1
w18442.1,0,0
w18442.2,0,0
w18447.2,0,1
w18448.3,0,1
w18449.1,0,1
w18451.2,0,2
w18453.3,0,1
w18456.1,0,-2
w18457.3,0,1
w18458.1,1,0
w18461.1,0,1
w18463.3,0,1
w18463.4,0,1
w18464.2,0,1
w18469.3,1,1
w18471.2,0,1
w18472.1,0,1
w18475.1,1,1
w18475.3,0,1
w18475.4,0,1
w18477.1,0,1
w18479.2,1,1
w18480.1,0,1
w18480.3,0,1
w18482.2,0,1
w18483.2,0,1
w18483.3,0,1
w18484.1,0,0
w18484.3,0,1
w18487.3,0,1
w18488.1,0,1
w18492.2,0,1
w18495.2,0,0
w18498.2,0,0
w18499.3,0,1
w18502.2,0,1
w18504.1,0,1
w18508.1,0,1
w18513.1,0,1
w18514.2,1,1
w18518.2,1,1
w18519.2,0,0
w18522.2,0,0
w18523.2,0,1
w18529.2,0,0
w18529.3,0,0
w18530.2,1,1
w18531.1,0,1
w18532.2,1,1
w18533.1,0,0
w18534.3,0,1
w18538.1,1,1
w18538.3,1,1
w18538.4,0,1
w18539.1,0,1
w18539.2,0,1
w18541.2,0,1
w18543.1,0,1
w18545.1,1,1
w18549.2,0,1
w18549.3,0,1
w18551.2,0,1
w18556.1,0,1
w18561.2,0,0
w18562.2,0,0
w18562.3,0,1
w18562.5,0,1
w18564.4,0,0
w18565.3,0,1
w18565.4,0,1
w18566.2,0,1
w18567.3,0,1
w18567.4,1,0
w18568.2,0,1
w18571.1,0,1
w18572.3,1,1
w18576.3,0,1
w18582.1,0,1
w18588.2,0,1
w18588.4,0,1
w18589.1,1,1
w18590.2,0,1
w18590.3,1,1
w18593.2,0,1
w18596.1,0,1
w18597.3,0,1
w18597.4,0,1
w18597.5,0,1
w18598.1,1,1
w18598.2,0,1
w18600.1,1,1
w18602.2,0,1
w18602.5,0,1
w18603.2,0,1
w18607.1,0,1
w18607.2,0,1
w18607.5,0,1
w18607.6,0,1
w18612.1,0,1
w18618.1,1,0
w18618.2,0,1
w18619.3,0,1
w18623.2,0,0
w18625.3,0,0
w18627.2,1,0
w18628.2,0,1
w18628.3,0,1
w18630.4,0,1
w18632.1,0,0
w18636.1,1,1
w18641.4,0,1
w18644.1,0,1
w18645.1,1,0
w18646.2,0,1
w18648.2,0,1
w18648.4,1,0
w18656.1,0,1
w18657.2,0,1
w18661.1,0,0
w18661.2,0,1
w18661.3,0,0
w18662.2,0,0
w18666.3,0,0
w18668.1,0,1
w18677.2,0,1
w18678.2,0,1
w18681.2,0,0
w18683.2,0,1
w18691.3,0,2
w18698.2,0,1
w18699.2,0,1
w18699.3,0,0
w18709.2,-1,0
w18714.1,0,1
w18714.3,0,1
w18715.1,0,1
w18720.2,1,1
w18723.1,0,1
w18725.3,0,1
w18735.2,0,1
w18736.1,0,0
w18740.3,0,1
w18741.1,0,1
w18741.3,0,1
w18742.2,0,0
w18743.1,1,0
w18743.3,0,1
w18744.2,0,1
w18745.3,0,1
w18748.1,0,1
w18750.2,0,1
w18753.1,0,1
w18756.2,1,0
w18759.2,0,1
w18763.3,0,1
w18764.2,1,1
w18764.3,1,1
w18766.2,0,2
w18769.2,1,1
w18770.2,0,1
w18776.3,0,1
w18776.4,0,1
w18778.1,0,1
w18781.3,0,1
w18782.1,0,1
w18784.1,0,0
w18784.3,0,0
w18785.1,0,1
w18786.1,0,1
w18793.3,1,0
w18795.3,0,1
w18796.1,0,1
w18798.3,0,1
w18798.5,1,0
w18801.2,0,1
w18802.1,0,1
w18805.2,1,1
w18807.2,0,0
w18815.1,0,1
w18816.1,0,1
w18817.1,0,1
w18817.2,0,1
w18818.1,0,0
w18818.2,0,1
w18818.4,0,1
w18818.5,1,0
w18819.2,0,1
w18821.1,0,1
w18821.2,0,1
w18821.3,0,1
w18831.1,0,1
w18833.3,0,0
w18836.2,1,1
w18837.2,0,1
w18839.2,1,1
w18843.2,0,1
w18844.2,0,1
w18844.3,0,1
w18846.4,0,1
w18847.3,1,2
w18848.1,1,0
w18852.2,0,1
w18853.1,0,1
w18855.2,0,1
w18856.3,0,1
w18861.1,0,1
w18863.2,0,1
w18867.2,-1,0
w18871.1,0,1
w18871.4,1,0
w18872.1,0,0
w18872.4,0,0
w18873.1,0,1
w18876.3,1,1
w18882.3,1,0
w18884.1,0,1
w18885.3,0,0
w18886.2,0,1
w18886.3,1,1
w18889.1,1,1
w18891.2,0,1
w18892.1,0,1
w18892.2,0,1
w18897.2,0,1
w18904.2,0,1
w18906.1,0,1
w18907.2,1,1
w18912.1,1,1
w18915.3,0,1
w18917.1,1,1
w18920.3,0,2
w18922.2,0,0
w18923.2,1,1
w18925.4,0,1
w18926.2,1,0
w18928.2,0,1
w18930.1,0,1
w18931.1,0,1
w18932.2,1,1
w18933.2,0,0
w18934.1,0,1
w18942.2,1,1
w18946.3,0,1
w18947.2,0,1
w18948.2,1,1
w18948.3,0,1
w18950.2,1,1
w18953.4,0,1
w18957.1,0,1
w18958.3,0,1
w18961.1,0,2
w18962.1,0,1
w18962.2,0,0
w18964.1,0,1
w18965.2,0,1
w18965.3,0,1
w18967.2,0,1
w18968.1,1,1
w18969.2,0,1
w18970.1,0,1
w18970.2,1,1
w18971.1,1,1
w18971.2,1,1
w18971.3,1,0
w18971.4,1,1
w18971.5,1,0
w18971.8,1,1
w18971.9,0,0
w18973.3,0,0
w18974.1,1,0
w18978.1,0,1
w18979.2,1,1
w18980.1,0,1
w18981.4,0,2
w18982.2,0,1
w18983.3,0,1
w18984.3,0,1
w18984.4,1,1
w18986.1,0,1
w18987.1,1,1
w18988.1,1,1
w18990.1,0,1
w18993.2,0,1
w18994.1,0,1
w19001.1,1,1
w19007.2,0,1
w19007.3,1,1
w19009.2,0,0
w19012.2,0,0
w19014.3,1,1
w19014.4,1,1
w19016.1,0,1
w19017.3,0,1
w19019.2,1,0
w19019.3,1,1
w19021.1,1,1
w19025.2,0,1
w19025.3,0,1
w19029.2,0,1
w19030.2,0,0
w19030.3,0,1
w19033.1,0,1
w19034.4,1,1
w19036.2,1,1
w19037.2,0,1
w19037.3,0,1
w19041.1,1,0
w19041.3,0,1
w19043.1,0,1
w19046.1,1,1
w19047.1,0,1
w19047.3,1,1
w19050.2,0,1
w19051.3,0,1
w19053.2,0,0
w19058.2,0,1
w19065.1,1,1
w19065.2,0,1
w19065.3,0,1
w19066.1,0,1
w19066.2,0,1
w19068.1,1,1
w19068.2,0,0
w19068.4,0,1
w19070.1,0,1
w19074.1,0,1
w19074.4,0,1
w19075.3,0,1
w19077.2,1,1
w19078.2,0,1
w19080.3,0,1
w19081.1,0,1
w19081.3,0,1
w19085.1,0,2
w19085.2,0,0
w19087.1,0,1
w19087.3,0,1
w19090.1,0,2
w19093.1,1,1
w19093.2,1,1
w19094.2,0,1
w19096.1,1,1
w19097.2,1,0
w19100.2,0,1
w19103.2,0,2
w19104.2,0,0
w19105.2,1,1
w19107.2,0,1
w19107.3,1,1
w19108.2,0,1
w19109.2,1,0
w19110.2,0,1
w19111.1,0,1
w19111.3,0,1
w19115.1,0,1
w19115.3,0,1
w19120.2,0,1
w19121.1,0,1
w19121.3,0,1
w19124.1,1,1
w19125.2,0,1
w19126.1,0,1
w19126.2,0,2
w19130.1,1,0
w19130.2,0,0
w19130.4,0,1
w19134.4,1,1
w19138.1,0,1
w19142.1,1,0
w19142.3,1,1
w19142.4,0,0
w19144.2,1,1
w19144.3,1,1
w19148.1,0,1
w19150.1,0,1
w19150.2,0,1
w19150.3,0,1
w19152.1,0,1
w19153.3,1,2
w19154.1,1,1
w19155.1,0,0
w19159.1,1,1
w19160.2,0,0
w19167.2,0,1
w19167.3,0,1
w19169.2,0,1
w19171.1,0,1
w19173.1,0,0
w19173.2,1,1
w19173.4,1,1
w19174.2,1,0
w19176.2,0,1
w19179.1,1,1
w19180.1,0,1
w19180.2,0,2
w19181.2,0,0
w19182.2,1,2
w19185.1,1,1
w19185.6,1,1
w19185.7,1,1
w19185.8,1,1
w19186.2,0,1
w19186.3,1,1
w19189.2,0,1
w19194.2,0,1
w19194.3,0,1
w19195.3,1,0
w19200.1,0,1
w19203.1,0,0
w19205.1,1,0
w19206.4,1,1
w19209.1,0,1
w19209.2,0,1
w19210.1,0,1
w19211.1,0,1
w19212.1,0,1
w19212.2,1,0
w19216.2,0,1
w19217.1,0,0
w19218.2,0,1
w19219.2,0,1
w19221.2,0,1
w19222.2,0,1
w19223.2,1,0
w19224.1,0,2
w19225.2,0,1
w19227.3,0,0
w19227.5,0,1
w19229.1,0,1
w19229.2,0,0
w19231.1,1,1
w19233.2,1,1
w19234.3,1,1
w19236.1,0,1
w19236.2,0,1
w19236.3,0,1
w19239.1,0,1
w19239.3,0,1
w19242.1,1,1
w19247.1,0,1
w19247.4,0,1
w19248.2,0,1
w19250.2,0,1
w19251.2,0,1
w19254.2,1,2
w19261.1,0,1
w19261.2,0,1
w19261.3,0,0
w19262.1,0,1
w19263.2,-1,0
w19268.2,0,1
w19269.3,0,1
w19269.4,0,1
w19270.1,0,1
w19271.1,1,1
w19271.4,0,1
w19272.1,0,1
w19272.2,0,1
w19273.3,0,0
w19275.4,1,1
w19278.1,0,2
w19283.2,0,1
w19286.1,1,1
w19290.2,1,1
w19290.3,0,0
w19291.1,0,0
w19297.1,0,1
w19298.4,0,1
w19299.2,1,1
w19302.1,0,1
w19304.1,0,1
w19306.1,0,1
w19307.3,0,2
w19309.2,0,2
w19309.3,0,1
w19310.1,0,1
w19312.1,0,1
w19312.2,1,1
w19312.4,1,1
w19315.2,1,1
w19316.1,1,1
w19316.4,1,2
w19318.2,0,1
w19320.1,1,0
w19320.3,0,1
w19321.1,0,1
w19322.1,0,1
w19322.3,0,1
w19322.4,0,1
w19322.6,0,1
w19323.2,0,0
w19326.3,0,1
w19331.3,1,1
w19332.1,0,1
w19332.2,0,1
w19335.1,0,1
w19335.3,1,1
w19335.4,0,1
w19335.5,0,1
w19335.6,0,1
w19335.7,0,1
w19335.8,0,1
w19338.1,0,1
w19339.1,0,1
w19341.2,1,0
w19342.1,0,1
w19342.2,1,1
w19344.2,1,1
w19349.1,0,0
w19352.3,0,1
w19354.1,0,0
w19357.1,1,1
w19357.3,1,1
w19357.4,0,2
w19358.4,0,0
w19363.2,0,1
w19364.1,1,1
w19364.2,1,1
w19364.3,1,1
w19369.1,-1,0
w19371.1,0,1
w19371.3,0,1
w19372.3,0,0
w19374.2,0,1
w19374.4,1,0
w19375.2,0,1
w19378.2,0,1
w19385.2,1,1
w19386.3,1,0
w19387.1,0,1
w19392.3,0,1
w19394.3,1,0
w19395.2,0,1
w19397.2,-1,0
w19398.1,0,1
w19398.4,0,0
w19400.2,1,0
w19400.3,0,2
w19402.1,1,1
w19403.2,0,1
w19404.1,0,1
w19406.2,0,1
w19408.2,0,1
w19412.2,1,1
w19415.2,0,1
w19418.2,1,1
w19419.1,0,1
w19420.2,0,2
w19420.3,0,1
w19421.2,0,1
w19425.2,0,1
w19425.4,0,1
w19426.1,1,1
w19427.1,1,0
w19428.1,0,1
w19428.3,0,2
w19429.2,0,1
w19430.1,0,1
w19430.2,0,1
w19433.1,1,1
w19434.2,0,2
w19435.2,0,0
w19437.1,0,1
w19437.3,0,1
w19438.1,1,1
w19439.2,1,1
w19443.2,0,1
w19444.1,0,1
w19444.3,1,1
w19446.1,0,1
w19447.2,-1,0
w19447.3,0,1
w19450.3,0,1
w19451.2,0,0
w19451.3,0,1
w19452.1,1,1
w19454.2,0,1
w19456.1,0,1
w19457.1,0,1
w19457.3,0,1
w19464.1,0,1
w19466.1,0,1
w19468.2,0,1
w19470.1,0,0
w19470.2,0,1
w19471.2,0,0
w19471.3,0,1
w19472.2,0,1
w19473.1,0,1
w19473.2,0,1
w19475.2,0,1
w19477.2,0,1
w19479.1,0,1
w19479.2,0,1
w19479.3,0,1
w19479.4,1,1
w19482.1,0,1
w19482.2,0,1
w19483.2,0,1
w19483.3,1,0
w19486.1,0,1
w19486.2,0,1
w19487.2,0,1
w19487.5,0,1
w19489.2,0,1
w19489.4,1,1
w19494.2,0,1
w19496.2,0,1
w19496.3,0,1
w19498.1,0,1
w19498.2,0,1
w19499.1,0,1
w19500.2,0,0
w19502.2,0,1
w19503.1,0,1
w19507.1,0,1
w19508.1,1,1
w19508.3,0,1
w19510.1,0,1
w19515.1,-1,0
w19517.1,0,2
w19517.2,0,1
w19518.3,-1,0
w19519.1,0,0
w19519.2,0,0
w19519.3,0,1
w19520.3,0,1
w19522.4,0,1
w19523.1,0,2
w19528.1,1,1
w19528.3,0,0
w19528.4,1,1
w19531.1,0,1
w19533.2,0,1
w19534.1,1,1
w19535.1,1,1
w19539.2,0,1
w19541.3,0,1
w19542.1,0,1
w19543.2,0,1
w19544.1,0,1
w19544.3,0,1
w19546.1,0,1
w19549.1,0,1
w19550.1,0,1
w19552.2,0,1
w19556.1,0,1
w19561.1,0,0
w19567.2,0,1
w19570.3,1,0
w19571.1,0,0
w19572.2,0,1
w19575.1,0,1
w19576.3,1,2
w19580.2,0,1
w19582.1,1,1
w19583.1,0,1
w19589.2,0,1
w19589.3,0,1
w19589.5,0,1
w19589.6,0,1
w19589.7,1,0
w19590.2,0,0
w19592.1,1,0
w19595.2,1,1
w19596.3,0,0
w19597.1,0,1
w19600.1,0,1
w19601.2,0,1
w19602.1,1,1
w19603.2,0,1
w19607.2,0,1
w19607.4,1,0
w19608.1,0,1
w19608.2,0,0
w19608.3,1,1
w19608.4,0,1
w19608.5,1,1
w19608.7,1,1
w19608.8,0,1
w19608.9,0,1
w19609.1,1,1
w19609.2,0,0
w19611.2,0,0
w19613.2,1,1
w19615.1,1,1
w19615.2,0,1
w19616.1,0,1
w19617.1,0,1
w19618.3,0,1
w19620.1,0,0
w19620.3,1,1
w19622.1,0,1
w19622.2,0,0
w19623.2,0,1
w19624.1,0,1
w19624.4,0,1
w19629.2,1,0
w19633.2,0,1
w19634.4,1,1
w19637.2,0,1
w19640.2,0,0
w19647.1,0,1
w19647.2,1,1
w19648.1,0,1
w19648.3,0,0
w19650.2,0,1
w19652.2,0,1
w19660.1,0,0
w19660.3,1,0
w19665.1,0,1
w19669.2,0,0
w19669.3,0,0
w19672.1,0,1
w19674.1,1,1
w19674.3,1,1
w19674.4,1,1
w19676.1,0,2
w19677.1,0,0
w19679.3,1,1
w19680.3,0,1
w19681.2,0,1
w19684.1,0,1
w19686.2,1,0
w19690.1,0,1
w19691.2,0,1
w19692.1,0,1
w19693.2,0,1
w19694.3,1,0
w19696.1,0,1
w19698.1,0,1
w19700.2,0,1
w19701.1,0,1
w19701.3,0,1
w19702.2,1,1
w19705.2,0,1
w19706.1,0,0
w19707.1,1,2
w19708.2,1,0
w19711.1,0,0
w19711.3,1,1
w19715.1,0,0
w19716.3,0,2
w19718.2,0,0
w19720.1,1,1
w19720.2,1,1
w19721.1,0,1
w19721.2,0,1
w19722.4,1,1
w19723.1,0,0
w19725.2,0,0
w19726.1,0,2
w19728.1,0,0
w19730.2,1,1
w19731.1,0,1
w19732.1,0,1
w19733.3,1,0
w19734.1,0,1
w19740.1,1,1
w19742.3,0,1
w19743.1,0,1
w19746.3,0,1
w19749.2,0,1
w19757.1,0,1
w19759.1,0,1
w19760.2,1,0
w19762.2,0,1
w19762.4,0,1
w19763.2,0,1
w19764.3,0,1
w19767.2,0,1
w19767.4,0,1
w19770.2,0,1
w19773.1,0,1
w19775.2,1,1
w19776.1,1,1
w19780.1,0,1
w19781.1,0,1
w19783.1,0,1
w19783.2,0,0
w19785.1,1,0
w19789.1,0,1
w19789.2,0,1
w19791.1,0,0
w19791.4,1,1
w19792.2,0,1
w19792.3,0,0
w19794.2,1,1
w19798.2,0,0
w19798.4,0,1
w19799.1,1,2
w19802.1,0,1
w19805.2,0,1
w19809.2,1,0
w19814.1,0,1
w19814.2,0,0
w19815.1,0,1
w19817.1,0,1
w19818.1,0,1
w19819.1,1,1
w19819.2,0,0
w19825.2,0,1
w19826.1,1,1
w19826.2,0,1
w19837.1,0,1
w19838.1,0,1
w19838.3,1,0
w19839.2,1,1
w19839.3,1,1
w19842.1,1,1
w19842.2,1,1
w19842.3,1,1
w19845.3,0,0
w19849.2,0,0
w19850.1,0,1
w19850.2,1,1
w19852.3,0,1
w19855.1,1,0
w19857.2,0,1
w19857.3,0,1
w19859.2,0,1
w19860.2,0,1
w19862.1,0,1
w19862.5,0,1
w19862.6,0,1
w19862.9,1,1
w19865.3,0,0
w19865.4,0,1
w19866.3,0,0
w19872.1,1,1
w19875.2,0,1
w19878.1,1,1
w19878.3,1,1
w19880.1,0,1
w19881.2,0,1
w19886.3,0,0
w19887.1,0,1
w19889.3,0,1
w19889.4,0,1
w19889.5,0,2
w19890.2,0,1
w19890.3,0,1
w19893.3,0,0
w19896.3,1,1
w19896.4,0,1
w19898.2,0,1
w19901.1,0,1
w19901.4,0,0
w19905.2,0,0
w19906.1,1,1
w19906.2,0,1
w19907.2,1,1
w19910.2,0,1
w19914.2,0,1
w19915.1,0,1
w19916.1,0,1
w19916.3,1,1
w19918.1,1,1
w19919.1,0,1
w19921.2,1,0
w19922.1,0,1
w19925.2,0,1
w19928.3,0,1
w19929.1,0,1
w19932.1,0,1
w19933.2,0,1
w19938.2,1,1
w19943.2,1,1
w19947.3,1,1
w19948.1,1,0
w19949.1,0,1
w19949.3,0,1
w19952.1,1,1
w19953.2,0,1
w19953.3,0,1
w19953.4,0,1
w19956.1,0,0
w19956.2,0,1
w19956.3,0,1
w19956.5,1,1
w19961.2,1,1
w19962.2,0,1
w19964.1,0,1
w19968.2,1,1
w19969.1,0,0
w19971.1,0,1
w19973.1,0,1
w19973.2,0,1
w19974.2,1,0
w19975.2,0,1
w19976.2,1,0
w19978.2,1,0
w19982.2,0,1
w19985.1,1,2
w19985.2,0,1
w19986.1,0,1
w19986.2,0,1
w19987.1,0,1
w19987.2,1,1
w19987.4,0,1
w19989.2,0,1
w19990.2,0,1
w19991.2,1,0
w19992.1,1,1
w19993.2,0,1
w19995.2,0,1
w19996.3,0,1
w19996.4,0,1
w19996.5,0,1
w19997.2,0,1
w19998.2,1,1
w19999.3,0,1
w20001.1,1,1
w20005.3,0,1
w20006.2,0,1
w20006.3,0,1
w20007.1,0,1
w20007.3,0,1
w20007.4,0,1
w20008.1,0,2
w20008.3,0,0
w20010.1,0,1
w20010.2,0,1
w20010.5,0,1
w20011.2,0,0
w20011.3,1,0
w20013.2,1,0
w20015.5,1,0
w20019.1,0,1
w20021.1,0,1
w20021.2,0,1
w20021.4,1,1
w20023.1,1,1
w20024.1,1,1
w20024.3,0,1
w20027.3,1,1
w20037.2,0,1
w20039.1,0,1
w20039.2,0,1
w20039.3,0,1
w20042.2,0,1
w20046.3,0,1
w20047.1,0,1
w20051.1,0,1
w20053.1,0,1
w20053.2,1,1
w20056.1,0,1
w20058.1,1,0
w20061.2,1,1
w20062.1,0,1
w20063.3,0,1
w20066.1,0,1
w20066.3,0,1
w20067.2,0,1
w20068.2,0,0
w20071.1,0,1
w20071.3,0,1
w20073.3,0,1
w20077.1,0,1
w20079.2,0,0
w20080.2,1,2
w20081.2,0,1
w20082.1,0,1
w20082.2,1,1
w20085.1,1,0
w20085.2,1,1
w20086.2,0,0
w20088.2,0,1
w20093.3,0,1
w20097.1,1,1
w20101.1,0,0
w20102.1,1,1
w20103.4,1,1
w20108.3,0,2
w20112.1,0,1
w20112.4,1,1
w20114.1,0,1
w20115.1,0,1
w20117.1,1,1
w20118.2,1,1
w20119.1,1,0
w20121.2,0,1
w20121.3,1,0
w20123.3,0,1
w20124.1,1,1
w20130.1,0,2
w20130.2,0,1
w20131.1,0,1
w20131.3,1,1
w20131.4,0,0
w20132.1,1,1
w20136.3,1,1
w20138.1,0,0
w20139.2,0,0
w20143.2,1,1
w20143.3,0,1
w20148.2,1,1
w20148.3,1,2
w20149.1,0,2
w20149.2,0,1
w20151.2,0,1
w20153.1,0,1
w20153.6,0,1
w20155.3,0,1
w20159.1,1,0
w20161.2,1,1
w20163.2,0,1
w20164.3,0,1
w20167.1,0,1
w20167.2,0,1
w20167.3,0,1
w20170.2,0,1
w20171.3,0,1
w20172.3,0,0
w20173.1,1,1
w20174.3,0,1
w20176.3,0,1
w20178.1,0,1
w20180.1,1,1
w20180.2,0,1
w20184.1,0,1
w20187.1,0,2
w20190.2,0,1
w20190.3,0,1
w20197.2,0,1
w20199.1,0,1
w20199.2,0,1
w20201.1,1,1
w20203.1,1,1
w20203.2,1,1
w20203.6,1,1
w20206.2,0,1
w20208.2,1,1
w20211.1,0,1
w20211.2,1,1
w20211.3,1,1
w20212.3,0,1
w20213.1,1,0
w20218.2,0,1
w20219.1,1,1
w20222.1,0,1
w20222.4,1,1
w20223.3,0,1
w20224.2,0,1
w20228.2,0,1
w20229.6,0,1
w20233.1,1,1
w20233.2,1,0
w20236.1,0,1
w20237.1,0,1
w20238.2,0,1
w20244.2,1,1
w20246.2,1,2
w20250.3,0,0
w20253.1,0,1
w20253.2,0,1
w20254.1,1,1
w20255.4,0,1
w20256.4,1,0
w20257.2,0,1
w20257.3,0,0
w20258.2,0,1
w20258.3,0,1
w20259.3,0,1
w20260.2,1,1
w20262.3,1,1
w20266.1,0,1
w20268.2,1,0
w20268.3,0,1
w20271.2,0,2
w20279.1,0,1
w20279.3,0,1
w20281.2,0,1
w20282.2,1,0
w20283.1,0,1
w20284.1,0,1
w20289.1,0,1
w20289.2,0,1
w20290.2,0,1
w20291.3,0,1
w20292.1,0,1
w20292.2,1,1
w20293.2,0,1
w20294.1,0,1
w20296.2,0,1
w20296.3,1,1
w20297.2,0,1
w20298.1,0,2
w20299.1,0,1
w20299.2,1,0
w20300.2,0,0
w20300.3,0,1
w20305.2,0,1
w20307.2,0,1
w20308.2,1,1
w20309.2,1,1
w20310.1,0,1
w20314.2,0,0
w20317.3,0,0
w20319.1,1,2
